TreeDepth,PID,Process,Start VPN,End VPN,Tag,Protection,CommitCharge,PrivateMemory,File output,Notes,Hexdump,Disasm
0,2320,MsMpEng.exe,0x23712d50000,0x23712d5dfff,VadS,PAGE_EXECUTE_READWRITE,14,1,Disabled,N/A,"
28 00 00 00 00 00 00 00 f8 38 7b 16 00 f8 ff ff (........8{.....
10 00 00 00 00 00 00 00 00 50 7b 16 00 f8 ff ff .........P{.....
00 00 00 00 00 00 00 00 28 00 00 00 00 00 00 00 ........(.......
d8 38 7b 16 00 f8 ff ff 30 00 00 00 00 00 00 00 .8{.....0.......","
0x23712d50000:	sub	byte ptr [rax], al
0x23712d50002:	add	byte ptr [rax], al
0x23712d50004:	add	byte ptr [rax], al
0x23712d50006:	add	byte ptr [rax], al
0x23712d50008:	clc	
0x23712d50009:	cmp	byte ptr [rbx + 0x16], bh
0x23712d5000c:	add	al, bh"
0,2320,MsMpEng.exe,0x23714020000,0x2371412cfff,VadS,PAGE_EXECUTE_READWRITE,269,1,Disabled,N/A,"
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ................
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ................
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ................
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ................","
0x23714020000:	add	byte ptr [rax], al
0x23714020002:	add	byte ptr [rax], al
0x23714020004:	add	byte ptr [rax], al
0x23714020006:	add	byte ptr [rax], al
0x23714020008:	add	byte ptr [rax], al
0x2371402000a:	add	byte ptr [rax], al
0x2371402000c:	add	byte ptr [rax], al
0x2371402000e:	add	byte ptr [rax], al
0x23714020010:	add	byte ptr [rax], al
0x23714020012:	add	byte ptr [rax], al
0x23714020014:	add	byte ptr [rax], al
0x23714020016:	add	byte ptr [rax], al
0x23714020018:	add	byte ptr [rax], al
0x2371402001a:	add	byte ptr [rax], al
0x2371402001c:	add	byte ptr [rax], al
0x2371402001e:	add	byte ptr [rax], al
0x23714020020:	add	byte ptr [rax], al
0x23714020022:	add	byte ptr [rax], al
0x23714020024:	add	byte ptr [rax], al
0x23714020026:	add	byte ptr [rax], al
0x23714020028:	add	byte ptr [rax], al
0x2371402002a:	add	byte ptr [rax], al
0x2371402002c:	add	byte ptr [rax], al
0x2371402002e:	add	byte ptr [rax], al
0x23714020030:	add	byte ptr [rax], al
0x23714020032:	add	byte ptr [rax], al
0x23714020034:	add	byte ptr [rax], al
0x23714020036:	add	byte ptr [rax], al
0x23714020038:	add	byte ptr [rax], al
0x2371402003a:	add	byte ptr [rax], al
0x2371402003c:	add	byte ptr [rax], al
0x2371402003e:	add	byte ptr [rax], al"
0,2320,MsMpEng.exe,0x237142f0000,0x237143fcfff,VadS,PAGE_EXECUTE_READWRITE,269,1,Disabled,N/A,"
55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 UUUUUUUUUUUUUUUU
55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 UUUUUUUUUUUUUUUU
55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 UUUUUUUUUUUUUUUU
55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 55 UUUUUUUUUUUUUUUU","
0x237142f0000:	push	rbp
0x237142f0001:	push	rbp
0x237142f0002:	push	rbp
0x237142f0003:	push	rbp
0x237142f0004:	push	rbp
0x237142f0005:	push	rbp
0x237142f0006:	push	rbp
0x237142f0007:	push	rbp
0x237142f0008:	push	rbp
0x237142f0009:	push	rbp
0x237142f000a:	push	rbp
0x237142f000b:	push	rbp
0x237142f000c:	push	rbp
0x237142f000d:	push	rbp
0x237142f000e:	push	rbp
0x237142f000f:	push	rbp
0x237142f0010:	push	rbp
0x237142f0011:	push	rbp
0x237142f0012:	push	rbp
0x237142f0013:	push	rbp
0x237142f0014:	push	rbp
0x237142f0015:	push	rbp
0x237142f0016:	push	rbp
0x237142f0017:	push	rbp
0x237142f0018:	push	rbp
0x237142f0019:	push	rbp
0x237142f001a:	push	rbp
0x237142f001b:	push	rbp
0x237142f001c:	push	rbp
0x237142f001d:	push	rbp
0x237142f001e:	push	rbp
0x237142f001f:	push	rbp
0x237142f0020:	push	rbp
0x237142f0021:	push	rbp
0x237142f0022:	push	rbp
0x237142f0023:	push	rbp
0x237142f0024:	push	rbp
0x237142f0025:	push	rbp
0x237142f0026:	push	rbp
0x237142f0027:	push	rbp
0x237142f0028:	push	rbp
0x237142f0029:	push	rbp
0x237142f002a:	push	rbp
0x237142f002b:	push	rbp
0x237142f002c:	push	rbp
0x237142f002d:	push	rbp
0x237142f002e:	push	rbp
0x237142f002f:	push	rbp
0x237142f0030:	push	rbp
0x237142f0031:	push	rbp
0x237142f0032:	push	rbp
0x237142f0033:	push	rbp
0x237142f0034:	push	rbp
0x237142f0035:	push	rbp
0x237142f0036:	push	rbp
0x237142f0037:	push	rbp
0x237142f0038:	push	rbp
0x237142f0039:	push	rbp
0x237142f003a:	push	rbp
0x237142f003b:	push	rbp
0x237142f003c:	push	rbp
0x237142f003d:	push	rbp
0x237142f003e:	push	rbp
0x237142f003f:	push	rbp"
0,2320,MsMpEng.exe,0x23715660000,0x2371576cfff,VadS,PAGE_EXECUTE_READWRITE,269,1,Disabled,N/A,"
00 61 00 6e 00 61 00 67 00 65 00 72 00 57 00 69 .a.n.a.g.e.r.W.i
00 6e 00 64 00 6f 00 77 00 00 00 00 00 00 00 00 .n.d.o.w........
00 00 00 00 00 00 00 00 00 01 00 00 00 12 00 00 ................
00 00 00 f8 27 e2 82 fe 89 48 4b be 00 38 00 80 ....'....HK..8..","
0x23715660000:	add	byte ptr [rcx], ah
0x23715660003:	outsb	dx, byte ptr [rsi]
0x23715660004:	add	byte ptr [rcx], ah
0x23715660007:	add	byte ptr [ebp], ah
0x2371566000b:	jb	0x2371566000d
0x2371566000d:	push	rdi
0x2371566000e:	add	byte ptr [rcx], ch
0x23715660011:	outsb	dx, byte ptr [rsi]
0x23715660012:	add	byte ptr [rax + rax + 0x6f], ah
0x23715660016:	add	byte ptr [rdi], dh
0x23715660019:	add	byte ptr [rax], al
0x2371566001b:	add	byte ptr [rax], al
0x2371566001d:	add	byte ptr [rax], al
0x2371566001f:	add	byte ptr [rax], al
0x23715660021:	add	byte ptr [rax], al
0x23715660023:	add	byte ptr [rax], al
0x23715660025:	add	byte ptr [rax], al
0x23715660027:	add	byte ptr [rax], al
0x23715660029:	add	dword ptr [rax], eax
0x2371566002b:	add	byte ptr [rax], al
0x2371566002d:	adc	al, byte ptr [rax]
0x2371566002f:	add	byte ptr [rax], al
0x23715660031:	add	byte ptr [rax], al
0x23715660033:	clc	"

