TreeDepth,Offset,Order,PID,Start,State,Type,Name,Display,Binary,Binary (Registry),Dll
0,0x22d21238ba0,83,N/A,SERVICE_DISABLED,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,cnghwassist,cnghwassist,N/A,System32\\DRIVERS\\cnghwassist.sys,-
0,0x22d21237e90,82,N/A,SERVICE_BOOT_START,SERVICE_RUNNING,SERVICE_KERNEL_DRIVER,CNG,CNG,\\Driver\\CNG,System32\\Drivers\\cng.sys,-
0,0x22d2121e050,81,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,CmBatt,CmBatt,N/A,\\SystemRoot\\System32\\drivers\\CmBatt.sys,-
0,0x22d21258b20,341,764,SERVICE_AUTO_START,SERVICE_RUNNING,SERVICE_WIN32_SHARE_PROCESS,Power,Power,C:\\Windows\\system32\\svchost.exe -k DcomLaunch -p,%SystemRoot%\\system32\\svchost.exe -k DcomLaunch -p,%SystemRoot%\\system32\\umpo.dll
0,0x22d21258b30,340,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,portcfg,portcfg,N/A,\\SystemRoot\\System32\\drivers\\portcfg.sys,-
0,0x22d21269430,390,1752,SERVICE_DEMAND_START,SERVICE_RUNNING,SERVICE_WIN32_OWN_PROCESS,SecurityHealthService,Windows Security Service,C:\\Windows\\system32\\SecurityHealthService.exe,%SystemRoot%\\system32\\SecurityHealthService.exe,-
0,0x22d21269440,389,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,seclogon,Secondary Logon,N/A,%windir%\\system32\\svchost.exe -k netsvcs -p,%windir%\\system32\\seclogon.dll
0,0x22d212699b0,388,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,sdstor,sdstor,N/A,\\SystemRoot\\System32\\drivers\\sdstor.sys,-
0,0x22d212629e0,387,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_OWN_PROCESS,SDRSVC,Windows Backup,N/A,%SystemRoot%\\system32\\svchost.exe -k SDRSVC,%Systemroot%\\System32\\SDRSVC.dll
0,0x22d21268790,386,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,SDFRd,SDFRd,N/A,\\SystemRoot\\System32\\drivers\\SDFRd.sys,-
0,0x22d21263230,385,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,sdbus,sdbus,N/A,\\SystemRoot\\System32\\drivers\\sdbus.sys,-
0,0x22d212623f0,384,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,SCPolicySvc,Smart Card Removal Policy,N/A,%SystemRoot%\\system32\\svchost.exe -k netsvcs,%SystemRoot%\\System32\\certprop.dll
0,0x22d212697e0,383,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,scmbus,scmbus,N/A,System32\\drivers\\scmbus.sys,-
0,0x22d21288ed0,595,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_OWN_PROCESS,wmiApSrv,WMI Performance Adapter,N/A,%systemroot%\\system32\\wbem\\WmiApSrv.exe,-
0,0x22d21288ee0,594,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,WmiAcpi,WmiAcpi,N/A,\\SystemRoot\\System32\\drivers\\wmiacpi.sys,-
0,0x22d21284360,593,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,WManSvc,Windows Management Service,N/A,%systemroot%\\system32\\svchost.exe -k netsvcs -p,%systemroot%\\system32\\Windows.Management.Service.dll
0,0x22d21288970,592,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,wlpasvc,Local Profile Assistant Service,N/A,%SystemRoot%\\system32\\svchost.exe -k LocalServiceNetworkRestricted -p,%SystemRoot%\\System32\\lpasvc.dll
0,0x22d2124e3e0,302,1052,SERVICE_DEMAND_START,SERVICE_RUNNING,SERVICE_WIN32_SHARE_PROCESS,NgcCtnrSvc,Microsoft Passport Container,C:\\Windows\\system32\\svchost.exe -k LocalServiceNetworkRestricted -p,%SystemRoot%\\system32\\svchost.exe -k LocalServiceNetworkRestricted -p,%SystemRoot%\\System32\\NgcCtnrSvc.dll
0,0x22d2124e3f0,301,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,netvsc,netvsc,N/A,\\SystemRoot\\System32\\drivers\\netvsc.sys,-
0,0x22d21256e00,300,N/A,SERVICE_DISABLED,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,NetTcpPortSharing,Net.Tcp Port Sharing Service,N/A,%systemroot%\\Microsoft.NET\\Framework64\\v4.0.30319\\SMSvcHost.exe,-
0,0x22d2124e220,299,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,NetSetupSvc,Network Setup Service,N/A,%SystemRoot%\\System32\\svchost.exe -k netsvcs -p,%SystemRoot%\\System32\\NetSetupSvc.dll
0,0x22d21233780,54,1196,SERVICE_DEMAND_START,SERVICE_RUNNING,SERVICE_WIN32_SHARE_PROCESS,BthAvctpSvc,AVCTP service,C:\\Windows\\system32\\svchost.exe -k LocalService -p,%SystemRoot%\\system32\\svchost.exe -k LocalService -p,%SystemRoot%\\System32\\BthAvctpSvc.dll
0,0x22d21233790,53,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,BthA2dp,BthA2dp,N/A,\\SystemRoot\\System32\\drivers\\BthA2dp.sys,-
0,0x22d2121e640,52,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,BTAGService,Bluetooth Audio Gateway Service,N/A,%SystemRoot%\\system32\\svchost.exe -k LocalServiceNetworkRestricted,%SystemRoot%\\System32\\BTAGService.dll
0,0x22d21233220,51,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,Browser,Computer Browser,N/A,%SystemRoot%\\System32\\svchost.exe -k netsvcs -p,%SystemRoot%\\System32\\browser.dll
0,0x22d212335b0,51,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,Browser,Computer Browser,N/A,%SystemRoot%\\System32\\svchost.exe -k netsvcs -p,%SystemRoot%\\System32\\browser.dll
0,0x22d2126fed0,434,680,SERVICE_AUTO_START,SERVICE_RUNNING,SERVICE_WIN32_SHARE_PROCESS,StorSvc,Storage Service,C:\\Windows\\System32\\svchost.exe -k LocalSystemNetworkRestricted -p,%SystemRoot%\\System32\\svchost.exe -k LocalSystemNetworkRestricted -p,%SystemRoot%\\system32\\storsvc.dll
0,0x22d2126fee0,433,N/A,SERVICE_AUTO_START,SERVICE_RUNNING,SERVICE_FILE_SYSTEM_DRIVER,storqosflt,storqosflt,\\FileSystem\\storqosflt,system32\\drivers\\storqosflt.sys,-
0,0x22d21264070,432,N/A,SERVICE_BOOT_START,SERVICE_RUNNING,SERVICE_KERNEL_DRIVER,stornvme,stornvme,\\Driver\\stornvme,System32\\drivers\\stornvme.sys,-
0,0x22d21262b10,431,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,storflt,storflt,N/A,System32\\drivers\\vmstorfl.sys,-
0,0x22d21263f40,430,N/A,SERVICE_BOOT_START,SERVICE_RUNNING,SERVICE_KERNEL_DRIVER,storahci,storahci,\\Driver\\storahci,System32\\drivers\\storahci.sys,-
0,0x22d21262780,429,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_OWN_PROCESS,stisvc,Windows Image Acquisition (WIA),N/A,%SystemRoot%\\system32\\svchost.exe -k imgsvc,%SystemRoot%\\System32\\wiaservc.dll
0,0x22d21270450,428,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,stexstor,stexstor,N/A,System32\\drivers\\stexstor.sys,-
0,0x22d21207f30,629,3268,SERVICE_AUTO_START,SERVICE_RUNNING,SERVICE_WIN32_SHARE_PROCESS,OneSyncSvc_5533e,Sync Host_5533e,C:\\Windows\\system32\\svchost.exe -k UnistackSvcGroup,C:\\Windows\\system32\\svchost.exe -k UnistackSvcGroup,-
0,0x22d21207f40,628,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,MessagingService_5533e,MessagingService_5533e,N/A,C:\\Windows\\system32\\svchost.exe -k UnistackSvcGroup,-
0,0x22d21207d40,627,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,DevicesFlowUserSvc_5533e,DevicesFlow_5533e,N/A,C:\\Windows\\system32\\svchost.exe -k DevicesFlow,-
0,0x22d212aa450,626,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,DevicePickerUserSvc_5533e,DevicePicker_5533e,N/A,C:\\Windows\\system32\\svchost.exe -k DevicesFlow,-
0,0x22d212aa250,625,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,DeviceAssociationBrokerSvc_5533e,DeviceAssociationBroker_5533e,N/A,C:\\Windows\\system32\\svchost.exe -k DevicesFlow -p,-
0,0x22d212aa050,624,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_OWN_PROCESS,CredentialEnrollmentManagerUserSvc_5533e,CredentialEnrollmentManagerUserSvc_5533e,N/A,C:\\Windows\\system32\\CredentialEnrollmentManager.exe,-
0,0x22d212b2fc0,623,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,ConsentUxUserSvc_5533e,ConsentUX_5533e,N/A,C:\\Windows\\system32\\svchost.exe -k DevicesFlow,-
0,0x22d212b2dc0,622,3268,SERVICE_AUTO_START,SERVICE_RUNNING,SERVICE_WIN32_SHARE_PROCESS,CDPUserSvc_5533e,Connected Devices Platform User Service_5533e,C:\\Windows\\system32\\svchost.exe -k UnistackSvcGroup,C:\\Windows\\system32\\svchost.exe -k UnistackSvcGroup,-
0,0x22d212b2bc0,621,4080,SERVICE_DEMAND_START,SERVICE_RUNNING,SERVICE_WIN32_SHARE_PROCESS,cbdhsvc_5533e,Clipboard User Service_5533e,C:\\Windows\\system32\\svchost.exe -k ClipboardSvcGroup -p,C:\\Windows\\system32\\svchost.exe -k ClipboardSvcGroup -p,-
0,0x22d212d8540,620,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,CaptureService_5533e,CaptureService_5533e,N/A,C:\\Windows\\system32\\svchost.exe -k LocalService -p,-
0,0x22d212d8340,619,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,BluetoothUserService_5533e,Bluetooth User Support Service_5533e,N/A,C:\\Windows\\system32\\svchost.exe -k BthAppGroup -p,-
0,0x22d2122f780,618,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,BcastDVRUserService_5533e,GameDVR and Broadcast User Service_5533e,N/A,C:\\Windows\\system32\\svchost.exe -k BcastDVRUserService,-
0,0x22d2122f580,617,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,AarSvc_5533e,Agent Activation Runtime_5533e,N/A,C:\\Windows\\system32\\svchost.exe -k AarSvcGroup -p,-
0,0x22d21299240,616,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,xinputhid,xinputhid,N/A,\\SystemRoot\\System32\\drivers\\xinputhid.sys,-
0,0x22d212846f0,615,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,XboxNetApiSvc,Xbox Live Networking Service,N/A,%SystemRoot%\\system32\\svchost.exe -k netsvcs -p,%SystemRoot%\\system32\\XboxNetApiSvc.dll
0,0x22d212887a0,614,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,XboxGipSvc,Xbox Accessory Management Service,N/A,%SystemRoot%\\system32\\svchost.exe -k netsvcs -p,%SystemRoot%\\System32\\XboxGipSvc.dll
0,0x22d2128b320,613,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,xboxgip,xboxgip,N/A,\\SystemRoot\\System32\\drivers\\xboxgip.sys,-
0,0x22d212845c0,612,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,XblGameSave,Xbox Live Game Save,N/A,%SystemRoot%\\system32\\svchost.exe -k netsvcs -p,%SystemRoot%\\System32\\XblGameSave.dll
0,0x22d2128b890,611,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,XblAuthManager,Xbox Live Auth Manager,N/A,%SystemRoot%\\system32\\svchost.exe -k netsvcs -p,%SystemRoot%\\System32\\XblAuthManager.dll
0,0x22d21289450,610,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,WwanSvc,WWAN AutoConfig,N/A,%SystemRoot%\\system32\\svchost.exe -k LocalSystemNetworkRestricted -p,%SystemRoot%\\System32\\wwansvc.dll
0,0x22d212890b0,609,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,WUDFRd,WUDFRd,N/A,\\SystemRoot\\System32\\drivers\\WUDFRd.sys,-
0,0x22d21285530,608,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,WudfPf,WudfPf,N/A,system32\\drivers\\WudfPf.sys,-
0,0x22d2127e960,549,4964,SERVICE_DEMAND_START,SERVICE_RUNNING,SERVICE_WIN32_SHARE_PROCESS,WaaSMedicSvc,Windows Update Medic Service,C:\\Windows\\system32\\svchost.exe -k wusvcs -p,%systemroot%\\system32\\svchost.exe -k wusvcs -p,%SystemRoot%\\System32\\WaaSMedicSvc.dll
0,0x22d2127e970,548,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,W32Time,Windows Time,N/A,%SystemRoot%\\system32\\svchost.exe -k LocalService,%systemroot%\\system32\\w32time.dll
0,0x22d2127f620,547,N/A,SERVICE_SYSTEM_START,SERVICE_RUNNING,SERVICE_KERNEL_DRIVER,vwififlt,vwififlt,\\Driver\\vwififlt,System32\\drivers\\vwififlt.sys,-
0,0x22d21279830,546,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,vwifibus,vwifibus,N/A,\\SystemRoot\\System32\\drivers\\vwifibus.sys,-
0,0x22d21279110,545,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,VSTXRAID,VSTXRAID,N/A,System32\\drivers\\vstxraid.sys,-
0,0x22d21278fe0,544,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_OWN_PROCESS,VSS,Volume Shadow Copy,N/A,%systemroot%\\system32\\vssvc.exe,-
0,0x22d21280be0,543,N/A,SERVICE_BOOT_START,SERVICE_RUNNING,SERVICE_KERNEL_DRIVER,vsock,vsock,\\Driver\\vsock,system32\\DRIVERS\\vsock.sys,-
0,0x22d21278eb0,542,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,vsmraid,vsmraid,N/A,System32\\drivers\\vsmraid.sys,-
0,0x22d21279e20,541,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,vpci,vpci,N/A,System32\\drivers\\vpci.sys,-
0,0x22d21278d80,540,N/A,SERVICE_BOOT_START,SERVICE_RUNNING,SERVICE_KERNEL_DRIVER,volume,volume,\\Driver\\volume,System32\\drivers\\volume.sys,-
0,0x22d21279700,539,N/A,SERVICE_BOOT_START,SERVICE_RUNNING,SERVICE_KERNEL_DRIVER,volsnap,volsnap,\\Driver\\volsnap,System32\\drivers\\volsnap.sys,-
0,0x22d212789f0,538,N/A,SERVICE_BOOT_START,SERVICE_RUNNING,SERVICE_KERNEL_DRIVER,volmgrx,volmgrx,\\Driver\\volmgrx,System32\\drivers\\volmgrx.sys,-
0,0x22d21278790,537,N/A,SERVICE_BOOT_START,SERVICE_RUNNING,SERVICE_KERNEL_DRIVER,volmgr,volmgr,\\Driver\\volmgr,System32\\drivers\\volmgr.sys,-
0,0x22d21279cf0,536,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_OWN_PROCESS,vmvss,VMware Snapshot Provider,N/A,C:\\Windows\\system32\\dllhost.exe /Processid:{92289916-7971-4B80-8ABA-E411979A1325},-
0,0x22d21281320,535,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,vmusbmouse,vmusbmouse,N/A,\\SystemRoot\\System32\\drivers\\vmusbmouse.sys,-
0,0x22d212335b0,51,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,Browser,Computer Browser,N/A,%SystemRoot%\\System32\\svchost.exe -k netsvcs -p,%SystemRoot%\\System32\\browser.dll
0,0x22d2124e5b0,303,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,NgcSvc,Microsoft Passport,N/A,%SystemRoot%\\system32\\svchost.exe -k LocalSystemNetworkRestricted -p,%SystemRoot%\\system32\\ngcsvc.dll
0,0x22d21269090,404,6976,SERVICE_AUTO_START,SERVICE_RUNNING,SERVICE_WIN32_OWN_PROCESS,SgrmBroker,System Guard Runtime Monitor Broker,C:\\Windows\\system32\\SgrmBroker.exe,%SystemRoot%\\system32\\SgrmBroker.exe,-
0,0x22d212690a0,403,N/A,SERVICE_BOOT_START,SERVICE_RUNNING,SERVICE_KERNEL_DRIVER,SgrmAgent,SgrmAgent,\\Driver\\SgrmAgent,system32\\drivers\\SgrmAgent.sys,-
0,0x22d21264530,402,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,sfloppy,sfloppy,N/A,\\SystemRoot\\System32\\drivers\\sfloppy.sys,-
0,0x22d21262190,401,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,SessionEnv,Remote Desktop Configuration,N/A,%SystemRoot%\\System32\\svchost.exe -k netsvcs -p,-
0,0x22d21269d50,400,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,sermouse,sermouse,N/A,\\SystemRoot\\System32\\drivers\\sermouse.sys,-
0,0x22d21262060,399,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,Serial,Serial,N/A,\\SystemRoot\\System32\\drivers\\serial.sys,-
0,0x22d212641a0,398,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,Serenum,Serenum,N/A,\\SystemRoot\\System32\\drivers\\serenum.sys,-
0,0x22d212628b0,397,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,SerCx2,SerCx2,N/A,system32\\drivers\\SerCx2.sys,-
0,0x22d21264400,396,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,SerCx,SerCx,N/A,system32\\drivers\\SerCx.sys,-
0,0x22d21263e10,395,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,SensrSvc,Sensor Monitoring Service,N/A,%SystemRoot%\\system32\\svchost.exe -k LocalServiceAndNoImpersonation -p,%SystemRoot%\\system32\\sensrsvc.dll
0,0x22d21269b80,394,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,SensorService,Sensor Service,N/A,%SystemRoot%\\system32\\svchost.exe -k LocalSystemNetworkRestricted -p,%SystemRoot%\\system32\\SensorService.dll
0,0x22d21268050,393,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_OWN_PROCESS,SensorDataService,Sensor Data Service,N/A,%SystemRoot%\\System32\\SensorDataService.exe,-
0,0x22d212712c0,421,N/A,SERVICE_AUTO_START,SERVICE_STOPPED,SERVICE_WIN32_OWN_PROCESS,sppsvc,Software Protection,N/A,%SystemRoot%\\system32\\sppsvc.exe,-
0,0x22d212107b0,26,360,SERVICE_DEMAND_START,SERVICE_RUNNING,SERVICE_WIN32_SHARE_PROCESS,Appinfo,Application Information,C:\\Windows\\system32\\svchost.exe -k netsvcs -p,%SystemRoot%\\system32\\svchost.exe -k netsvcs -p,%SystemRoot%\\System32\\appinfo.dll
0,0x22d212107c0,25,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,AppIDSvc,Application Identity,N/A,%SystemRoot%\\system32\\svchost.exe -k LocalServiceNetworkRestricted -p,%SystemRoot%\\System32\\appidsvc.dll
0,0x22d21210540,24,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,AppID,AppID,N/A,system32\\drivers\\appid.sys,-
0,0x22d2121d640,23,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,amdxata,amdxata,N/A,System32\\drivers\\amdxata.sys,-
0,0x22d2121d9d0,22,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,amdsbs,amdsbs,N/A,System32\\drivers\\amdsbs.sys,-
0,0x22d2121de90,21,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,amdsata,amdsata,N/A,System32\\drivers\\amdsata.sys,-
0,0x22d2121d8a0,20,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,AmdPPM,AmdPPM,N/A,\\SystemRoot\\System32\\drivers\\amdppm.sys,-
0,0x22d2121d510,19,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,AmdK8,AmdK8,N/A,\\SystemRoot\\System32\\drivers\\amdk8.sys,-
0,0x22d2121dd60,18,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,amdi2c,amdi2c,N/A,\\SystemRoot\\System32\\drivers\\amdi2c.sys,-
0,0x22d21210400,17,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,amdgpio2,amdgpio2,N/A,\\SystemRoot\\System32\\drivers\\amdgpio2.sys,-
0,0x22d212102c0,16,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_OWN_PROCESS,ALG,Application Layer Gateway Service,N/A,%SystemRoot%\\System32\\alg.exe,-
0,0x22d212100e0,15,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,AJRouter,AllJoyn Router Service,N/A,%SystemRoot%\\system32\\svchost.exe -k LocalServiceNetworkRestricted -p,%SystemRoot%\\System32\\AJRouter.dll
0,0x22d2120fe60,14,N/A,SERVICE_SYSTEM_START,SERVICE_RUNNING,SERVICE_KERNEL_DRIVER,ahcache,ahcache,\\Driver\\ahcache,system32\\DRIVERS\\ahcache.sys,-
0,0x22d2120fd20,13,N/A,SERVICE_SYSTEM_START,SERVICE_RUNNING,SERVICE_KERNEL_DRIVER,afunix,afunix,\\Driver\\afunix,\\SystemRoot\\system32\\drivers\\afunix.sys,-
0,0x22d2120fae0,12,N/A,SERVICE_SYSTEM_START,SERVICE_RUNNING,SERVICE_KERNEL_DRIVER,AFD,AFD,\\Driver\\AFD,\\SystemRoot\\system32\\drivers\\afd.sys,-
0,0x22d2120f8a0,11,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,ADP80XX,ADP80XX,N/A,System32\\drivers\\ADP80XX.SYS,-
0,0x22d2120f660,10,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,Acx01000,Acx01000,N/A,system32\\drivers\\Acx01000.sys,-
0,0x22d2120f420,9,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,acpitime,acpitime,N/A,\\SystemRoot\\System32\\drivers\\acpitime.sys,-
0,0x22d2120f1e0,8,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,AcpiPmi,AcpiPmi,N/A,\\SystemRoot\\System32\\drivers\\acpipmi.sys,-
0,0x22d2120efa0,7,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,acpipagr,acpipagr,N/A,\\SystemRoot\\System32\\drivers\\acpipagr.sys,-
0,0x22d2120ed60,6,N/A,SERVICE_BOOT_START,SERVICE_RUNNING,SERVICE_KERNEL_DRIVER,acpiex,acpiex,\\Driver\\acpiex,System32\\Drivers\\acpiex.sys,-
0,0x22d2120eb20,5,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,AcpiDev,AcpiDev,N/A,\\SystemRoot\\System32\\drivers\\AcpiDev.sys,-
0,0x22d2120e8e0,4,N/A,SERVICE_BOOT_START,SERVICE_RUNNING,SERVICE_KERNEL_DRIVER,ACPI,ACPI,\\Driver\\ACPI,System32\\drivers\\ACPI.sys,-
0,0x22d2120e320,3,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_SHARE_PROCESS,AarSvc,Agent Activation Runtime,N/A,%SystemRoot%\\system32\\svchost.exe -k AarSvcGroup -p,%SystemRoot%\\System32\\AarSvc.dll
0,0x22d2120e560,2,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,3ware,3ware,N/A,System32\\drivers\\3ware.sys,-
0,0x22d2120e0e0,1,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_KERNEL_DRIVER,1394ohci,1394ohci,N/A,\\SystemRoot\\System32\\drivers\\1394ohci.sys,-
0,0x22d21272df0,502,360,SERVICE_AUTO_START,SERVICE_RUNNING,SERVICE_WIN32_SHARE_PROCESS,UsoSvc,Update Orchestrator Service,C:\\Windows\\system32\\svchost.exe -k netsvcs -p,%systemroot%\\system32\\svchost.exe -k netsvcs -p,%systemroot%\\system32\\usosvc.dll
0,0x22d21272c20,504,660,SERVICE_DEMAND_START,SERVICE_RUNNING,SERVICE_WIN32_SHARE_PROCESS,VaultSvc,Credential Manager,C:\\Windows\\system32\\lsass.exe,%SystemRoot%\\system32\\lsass.exe,C:\\Windows\\System32\\vaultsvc.dll
0,0x22d21272c30,503,N/A,SERVICE_DEMAND_START,SERVICE_STOPPED,SERVICE_WIN32_OWN_PROCESS,VacSvc,Volumetric Audio Compositor Service,N/A,%SystemRoot%\\System32\\svchost.exe -k LocalServiceNetworkRestricted -p,%SystemRoot%\\System32\\vac.dll
0,0x22d2123c040,116,360,SERVICE_DEMAND_START,SERVICE_RUNNING,SERVICE_WIN32_SHARE_PROCESS,DsmSvc,Device Setup Manager,C:\\Windows\\system32\\svchost.exe -k netsvcs -p,%SystemRoot%\\system32\\svchost.exe -k netsvcs -p,%SystemRoot%\\System32\\DeviceSetupManager.dll
