TreeDepth,Pid,Process,Base,InLoad,InInit,InMem,MappedPath
0,636,services.exe,0x7ff7ea850000,True,False,True,\\Windows\\System32\\services.exe
0,636,services.exe,0x22d21170000,False,False,False,\\Windows\\System32\\en-US\\services.exe.mui
0,764,svchost.exe,0x7ffed91b0000,False,False,False,\\Windows\\System32\\TaskSchdPS.dll
0,764,svchost.exe,0x7ffeeb310000,True,True,True,\\Windows\\System32\\combase.dll
0,884,svchost.exe,0x1f62f340000,False,False,False,\\Windows\\System32\\en-US\\KernelBase.dll.mui
0,884,svchost.exe,0x7ffeeb310000,True,True,True,\\Windows\\System32\\combase.dll
0,968,dwm.exe,0x7ff716610000,True,False,True,\\Windows\\System32\\dwm.exe
0,360,svchost.exe,0x255f5570000,False,False,False,\\Windows\\System32\\en-US\\svchost.exe.mui
0,360,svchost.exe,0x255f8a00000,False,False,False,\\Windows\\System32\\en-US\\KernelBase.dll.mui
0,360,svchost.exe,0x255fa760000,False,False,False,\\Windows\\System32\\winnlsres.dll
0,360,svchost.exe,0x7ff6be0c0000,True,False,True,\\Windows\\System32\\svchost.exe
0,360,svchost.exe,0x7ffec88c0000,True,True,True,\\Windows\\System32\\dmcmnutils.dll
0,360,svchost.exe,0x7ffecbd20000,True,True,True,\\Windows\\System32\\wosc.dll
0,360,svchost.exe,0x7ffecc410000,True,True,True,\\Windows\\System32\\fcon.dll
0,360,svchost.exe,0x7ffed94a0000,True,True,True,\\Windows\\System32\\wbem\\wbemcore.dll
0,360,svchost.exe,0x7ffed7f10000,True,True,True,\\Windows\\System32\\DMPushRouterCore.dll
0,360,svchost.exe,0x7ffed8770000,True,True,True,\\Windows\\System32\\OpcServices.dll
0,360,svchost.exe,0x7ffeda340000,True,True,True,\\Windows\\System32\\dmwappushsvc.dll
0,360,svchost.exe,0x7ffeddd30000,True,True,True,\\Windows\\System32\\omadmapi.dll
0,360,svchost.exe,0x7ffede880000,True,True,True,\\Windows\\System32\\iri.dll
0,360,svchost.exe,0x7ffee04c0000,True,True,True,\\Windows\\System32\\winhttp.dll
0,360,svchost.exe,0x7ffee0a60000,True,True,True,\\Windows\\System32\\usocoreps.dll
0,360,svchost.exe,0x7ffee0cd0000,True,True,True,\\Windows\\System32\\urlmon.dll
0,360,svchost.exe,0x7ffee4670000,True,True,True,\\Windows\\System32\\AppXDeploymentClient.dll
0,360,svchost.exe,0x7ffeea210000,True,True,True,\\Windows\\System32\\msvcp_win.dll
0,360,svchost.exe,0x7ffee7ba0000,True,True,True,\\Windows\\System32\\wtsapi32.dll
0,360,svchost.exe,0x7ffee9740000,True,True,True,\\Windows\\System32\\logoncli.dll
0,360,svchost.exe,0x7ffee9620000,True,True,True,\\Windows\\System32\\IPHLPAPI.DLL
0,360,svchost.exe,0x7ffee9360000,True,True,True,\\Windows\\System32\\msvcp110_win.dll
0,360,svchost.exe,0x7ffee9730000,True,True,True,\\Windows\\System32\\netutils.dll
0,360,svchost.exe,0x7ffee9f20000,True,True,True,\\Windows\\System32\\EventAggregation.dll
0,360,svchost.exe,0x7ffeea070000,True,True,True,\\Windows\\System32\\powrprof.dll
0,360,svchost.exe,0x7ffeea0f0000,True,True,True,\\Windows\\System32\\sspicli.dll
0,360,svchost.exe,0x7ffeea0c0000,True,True,True,\\Windows\\System32\\userenv.dll
0,360,svchost.exe,0x7ffeea140000,True,True,True,\\Windows\\System32\\profapi.dll
0,360,svchost.exe,0x7ffeeaab0000,True,True,True,\\Windows\\System32\\bcryptprimitives.dll
0,360,svchost.exe,0x7ffeeb310000,True,True,True,\\Windows\\System32\\combase.dll
0,360,svchost.exe,0x7ffeecad0000,True,True,True,\\Windows\\System32\\ntdll.dll
0,680,svchost.exe,0x1cada1c0000,False,False,False,\\Windows\\System32\\en-US\\ESENT.dll.mui
0,680,svchost.exe,0x7ffecb5c0000,True,True,True,\\Windows\\System32\\dssvc.dll
0,680,svchost.exe,0x7ffed8e10000,True,True,True,\\Windows\\System32\\esent.dll
0,680,svchost.exe,0x7ffee9b20000,True,True,True,\\Windows\\System32\\cryptbase.dll
0,680,svchost.exe,0x7ffeeb310000,True,True,True,\\Windows\\System32\\combase.dll
0,1052,svchost.exe,0x15c30d20000,False,False,False,\\Windows\\System32\\en-US\\ESENT.dll.mui
0,1052,svchost.exe,0x15c31200000,False,False,False,\\Windows\\System32\\en-US\\KernelBase.dll.mui
0,1052,svchost.exe,0x7ffeea210000,True,True,True,\\Windows\\System32\\msvcp_win.dll
0,1052,svchost.exe,0x7ffed8e10000,True,True,True,\\Windows\\System32\\esent.dll
0,1052,svchost.exe,0x7ffed6f10000,True,True,True,\\Windows\\System32\\SmsRouterSvc.dll
0,1052,svchost.exe,0x7ffed6e50000,True,True,True,\\Windows\\System32\\CellularAPI.dll
0,1052,svchost.exe,0x7ffed98c0000,True,True,True,\\Windows\\System32\\rilproxy.dll
0,1052,svchost.exe,0x7ffede160000,True,True,True,\\Windows\\System32\\wsplib.dll
0,1052,svchost.exe,0x7ffee03d0000,True,True,True,\\Windows\\System32\\mobilenetworking.dll
0,1052,svchost.exe,0x7ffee9360000,True,True,True,\\Windows\\System32\\msvcp110_win.dll
